material_category,condition,weight_kg,target_rate_inr
crt,mixed,0.5,25.23
pcb,damaged,35.718831967735625,84.82
mixed_plastic,good,122.76892733198885,16.19
pcb,mixed,51.59745588858762,89.44
other,good,5.314346924939585,10.81
pcb,damaged,9.516204568096917,73.7
mixed_plastic,mixed,0.5,10.99
crt,damaged,77.28238034307202,19.73
battery,good,0.5,74.19
battery,good,94.50753499959701,74.73
lcd_panel,damaged,5.3390224020536365,27.51
magnet_assembly,mixed,99.43246480027754,49.7
motor,damaged,60.553560169955695,37.85
mixed_plastic,mixed,35.58501413678401,11.48
other,mixed,51.31187981646346,7.36
motor,damaged,19.660186611997222,39.79
other,damaged,24.289707882057677,6.69
magnet_assembly,good,118.06084281682939,58.85
other,damaged,82.04656079295691,7.38
magnet_assembly,good,134.4349054809712,57.68
motor,good,120.62837065801612,50.94
pcb,damaged,24.884671422328427,78.42
lcd_panel,damaged,90.30613970401586,31.06
motor,good,0.5,49.53
lcd_panel,mixed,72.05905100958093,33.32
motor,damaged,63.62356865601987,33.74
crt,good,0.5,30.53
crt,good,70.5701902407134,31.77
motor,mixed,15.424357163432767,42.48
other,damaged,44.36288342889521,6.52
other,damaged,128.6136584688834,7.4
mixed_plastic,damaged,71.59121035967829,11.46
cable,good,18.64937337654414,79.25
lcd_panel,good,22.378357907349624,45.85
pcb,good,113.82439292043793,120.7
magnet_assembly,mixed,115.36781066308704,51.66
pcb,damaged,86.6697967623688,81.54
motor,damaged,22.290741420452633,37.38
mixed_plastic,good,77.33315971244278,15.57
other,good,41.62744721682554,10.8
crt,mixed,94.27859065210566,23.73
motor,damaged,75.6474664964428,34.43
battery,damaged,50.10741363019115,52.99
other,good,0.5,10.39
magnet_assembly,good,81.72677467172392,57.95
magnet_assembly,damaged,49.338569990094975,36.14
other,good,38.84148278672766,9.61
battery,damaged,38.80959326016662,52.09
cable,damaged,45.835033831019096,56.85
other,good,81.19021985155284,10.03
cable,mixed,30.2900178888019,68.95
battery,good,72.77657067604142,70.22
magnet_assembly,good,75.51586952667314,57.7
pcb,good,38.53115300955038,123.39
battery,damaged,56.99271075235111,52.48
other,good,56.58620621434276,9.94
battery,damaged,19.31929892391999,48.85
crt,damaged,109.10727511750713,23.18
battery,damaged,0.5,43.17
crt,damaged,52.19736443999395,22.39
pcb,good,18.81374878157161,118.0
other,good,38.48427974234822,9.97
magnet_assembly,good,0.5,58.98
mixed_plastic,damaged,27.40903983316231,10.67
crt,damaged,124.83860701487129,22.21
crt,good,65.58456709483616,29.97
motor,damaged,48.31194422751827,39.33
magnet_assembly,good,127.25756604508226,63.23
magnet_assembly,good,79.96359377012278,63.96
magnet_assembly,damaged,94.3515352990146,36.22
crt,mixed,13.737204728914634,26.31
other,damaged,118.37544266230809,7.39
mixed_plastic,mixed,64.45768147789302,11.96
pcb,good,63.53386667686364,123.57
pcb,mixed,33.39993670659523,84.32
other,mixed,0.5,8.8
lcd_panel,good,38.971912283165345,46.41
cable,mixed,87.62784575290729,64.73
crt,good,98.00315825707445,30.45
pcb,good,30.323902099751795,120.31
mixed_plastic,good,25.81021341847149,15.88
lcd_panel,damaged,0.5,31.36
lcd_panel,damaged,20.633048048860168,33.9
battery,damaged,53.27982225654242,46.9
cable,good,92.96988935778641,84.91
magnet_assembly,damaged,111.04745269446647,40.16
motor,damaged,57.89169062524826,35.97
cable,mixed,62.4523469377154,64.67
motor,good,0.5,52.0
lcd_panel,damaged,64.12508951991506,35.17
crt,damaged,43.3691520959418,20.7
crt,good,6.730100508046384,31.62
pcb,mixed,0.5,90.47
battery,damaged,94.20242919211637,45.06
cable,mixed,43.73971876658509,71.73
mixed_plastic,good,102.33263323565743,15.82
crt,damaged,63.98600189198775,18.23
lcd_panel,damaged,0.5,30.86
mixed_plastic,good,63.402321163364704,14.81
motor,damaged,62.646238287311135,39.67
cable,mixed,147.978391958324,60.86
crt,mixed,2.947869723069246,26.35
battery,damaged,0.5,51.16
pcb,good,75.62134366524135,114.31
mixed_plastic,damaged,65.4723408275681,10.69
battery,mixed,93.63921700743867,57.22
other,good,103.84251906921804,10.51
other,good,81.96352848752956,10.4
mixed_plastic,good,105.59821467551295,15.67
battery,mixed,0.5,62.74
cable,mixed,78.07397141968372,64.06
lcd_panel,good,47.521890156076125,48.58
mixed_plastic,mixed,50.055186040319406,12.57
other,damaged,0.5,6.55
pcb,damaged,35.79805422511394,76.9
motor,damaged,101.13317881274864,36.68
lcd_panel,good,70.92316016009578,47.47
mixed_plastic,mixed,103.2346872146867,13.38
pcb,damaged,97.36690110640582,87.42
motor,damaged,61.99098254886258,35.93
mixed_plastic,damaged,34.806122843523646,9.69
crt,damaged,57.10285234560148,23.29
magnet_assembly,damaged,98.51283940127465,46.61
other,mixed,29.862577633552007,7.06
crt,damaged,48.65549741185148,23.08
cable,good,68.18963648564538,81.22
crt,damaged,37.00670505322723,21.31
lcd_panel,good,76.25429802517164,44.17
lcd_panel,damaged,45.53590676628395,31.77
battery,damaged,19.15930326539001,55.55
mixed_plastic,good,33.54440679890037,15.67
mixed_plastic,good,30.63801454451927,14.83
crt,good,84.04276856082456,29.2
motor,damaged,110.02285475850674,33.04
mixed_plastic,damaged,46.18143011643708,9.25
magnet_assembly,mixed,0.5,46.75
magnet_assembly,good,2.565578114791876,63.53
lcd_panel,damaged,0.5,33.99
magnet_assembly,mixed,2.6255931075190944,47.87
other,damaged,30.024628056345158,6.97
pcb,damaged,58.210675744043385,74.96
magnet_assembly,damaged,39.50815951240669,45.15
mixed_plastic,good,126.16546358292028,15.35
motor,good,115.03835661448252,51.64
other,damaged,23.210726700464257,7.71
battery,good,33.957253323076486,68.8
motor,mixed,65.21525792865245,44.7
mixed_plastic,good,42.36634725426597,16.02
pcb,mixed,37.80783641929044,101.51
battery,good,79.55661884174732,73.56
other,good,149.17557674839645,10.38
cable,good,140.6872078039289,86.45
lcd_panel,good,0.5,44.54
crt,good,25.68206210859262,28.92
mixed_plastic,mixed,23.752161804462272,13.23
magnet_assembly,good,20.684284570910965,63.95
magnet_assembly,damaged,127.56770276397864,47.99
lcd_panel,good,0.5,48.34
battery,damaged,55.25677376165403,45.17
other,damaged,33.70091314340549,7.55
battery,good,52.25345147248484,71.1
motor,mixed,29.514170706074673,42.96
lcd_panel,good,32.86619041176553,47.97
other,damaged,0.5,6.56
crt,damaged,126.49637639667193,19.26
battery,damaged,84.56616853883544,55.01
motor,good,94.87622843928537,50.73
mixed_plastic,damaged,17.26384277885265,9.7
mixed_plastic,good,53.67009937793492,16.35
crt,damaged,60.089615857067095,19.15
lcd_panel,damaged,56.43915788715998,30.15
crt,good,151.34064661386105,32.84
cable,damaged,0.5,54.97
pcb,good,73.16030800597055,120.12
mixed_plastic,good,50.76619660231436,16.47
mixed_plastic,good,59.188029886714205,16.34
other,good,9.318533224342083,10.01
other,mixed,87.6503141917919,7.38
mixed_plastic,damaged,98.23978066187264,11.26
pcb,mixed,81.09629411058044,103.62
crt,good,75.41784113257431,30.35
lcd_panel,mixed,5.3032730594641535,34.71
magnet_assembly,good,24.864636360194474,60.96
lcd_panel,good,37.13349939766322,45.06
other,mixed,33.35392576554207,7.97
cable,good,66.43396817730732,81.91
cable,damaged,96.08125611238064,54.24
motor,mixed,122.88675797582827,38.44
magnet_assembly,damaged,126.37674609173975,46.78
lcd_panel,damaged,82.39557286644467,35.48
mixed_plastic,mixed,45.09164265617103,12.23
magnet_assembly,good,53.73489497106605,57.83
motor,good,55.956403033854876,53.04
pcb,damaged,22.82236308273148,84.78
magnet_assembly,good,0.5,65.44
motor,damaged,73.28977910255043,37.94
magnet_assembly,mixed,0.5,42.6
cable,good,15.584599568819925,82.28
motor,good,0.5,51.83
motor,mixed,76.12772442321238,42.45
motor,damaged,0.5,38.06
crt,damaged,0.5,18.94
motor,damaged,99.35268928357175,32.21
mixed_plastic,mixed,47.413298800384304,12.97
crt,good,28.66781066288517,30.39
lcd_panel,good,59.027925512460925,45.96
cable,good,97.50876708665605,79.99
other,damaged,111.4224951166166,6.14
magnet_assembly,damaged,91.27471930139322,38.78
pcb,damaged,103.83213069451476,92.01
mixed_plastic,good,86.49933558189659,16.42
pcb,good,44.3482774717562,121.44
battery,good,1.914018956956447,68.15
cable,damaged,34.17277152974945,50.69
lcd_panel,damaged,50.56976656054848,33.58
other,good,0.5,10.75
magnet_assembly,mixed,59.01056468990198,49.56
pcb,good,77.70891020467438,119.67
lcd_panel,damaged,115.05521622674532,34.42
magnet_assembly,mixed,29.895215446729612,48.48
cable,damaged,0.5,51.99
other,good,50.81972051704099,10.36
mixed_plastic,good,110.30534235654736,15.03
motor,mixed,22.31391151692439,39.41
crt,damaged,21.724297280506043,23.94
pcb,mixed,84.22222636082849,88.59
crt,damaged,11.460898490592264,18.39
battery,good,25.04282796869031,72.24
other,good,37.96561011436695,10.64
other,damaged,1.6209225832477898,6.68
other,good,31.599313558948193,9.62
battery,mixed,11.897675087257468,62.65
magnet_assembly,good,11.070728986877995,57.32
lcd_panel,good,11.451397285727012,43.02
crt,good,67.35541920006573,32.76
other,damaged,76.87546299806223,6.61
cable,mixed,0.5,67.35
mixed_plastic,mixed,63.638107608865056,11.62
mixed_plastic,good,3.5227003337502083,14.75
crt,good,37.64369873576926,32.18
battery,good,0.5,69.44
magnet_assembly,good,84.29323062242472,61.43
battery,damaged,127.49819587753696,49.74
battery,mixed,43.75840933227263,59.64
cable,damaged,16.560206336148667,54.52
lcd_panel,good,100.97552349326875,42.98
pcb,damaged,71.00761561350913,78.24
motor,good,4.487713613854609,49.84
other,good,0.5,10.51
other,good,29.943914124574533,10.32
lcd_panel,good,69.27134831445136,45.18
cable,good,22.165543194208976,76.97
other,good,74.20894804073022,10.37
pcb,mixed,94.61733189524537,102.43
cable,damaged,111.58963050703514,56.01
magnet_assembly,mixed,94.2361994366909,50.27
crt,good,58.69853329296118,30.86
crt,mixed,16.24396852351593,26.95
crt,damaged,76.47157818762939,21.61
cable,good,75.51392426063926,77.51
mixed_plastic,good,9.749225826980599,14.29
mixed_plastic,good,36.24095714264816,15.74
motor,good,92.91546971971574,47.84
other,mixed,63.017474377352414,7.37
other,mixed,33.283618169364374,7.03
other,good,0.5,9.54
lcd_panel,damaged,0.5,29.66
other,mixed,57.57919284884323,7.1
battery,damaged,50.499972876290016,42.97
battery,damaged,164.73612222667072,46.77
motor,good,10.093017090374047,51.44
cable,damaged,91.46587317677023,52.93
cable,damaged,0.5,60.1
battery,damaged,70.28537958181073,50.87
magnet_assembly,good,13.815425000249355,62.99
magnet_assembly,good,96.91027381069779,64.32
crt,mixed,59.25783690102289,21.62
cable,damaged,75.85958150903082,52.61
crt,good,73.35819979512534,29.17
magnet_assembly,mixed,0.5,52.73
cable,damaged,15.531877189749672,56.78
motor,damaged,51.20125916656329,39.89
other,good,4.708689780908756,9.62
magnet_assembly,mixed,47.503538434575376,47.33
motor,mixed,27.52215009219594,38.06
crt,damaged,90.58581545757647,23.16
mixed_plastic,good,63.54211505143657,14.54
cable,damaged,12.482976938544049,60.06
cable,damaged,77.18049016317642,60.28
cable,damaged,93.86825721360509,60.74
pcb,good,99.5605196806386,119.08
magnet_assembly,damaged,157.37382969693243,42.5
cable,damaged,19.971918918548063,48.77
motor,damaged,48.20958769551306,32.72
motor,good,86.55086485542343,54.23
mixed_plastic,damaged,0.5,9.41
mixed_plastic,good,90.42808658344441,15.01
pcb,mixed,79.96175778104157,84.5
mixed_plastic,mixed,75.0733462811252,12.53
motor,damaged,57.45951815867802,37.9
lcd_panel,damaged,46.47822123295825,27.56
pcb,good,63.53009950116713,116.99
pcb,damaged,3.8667038717701985,74.76
mixed_plastic,mixed,0.5,10.5
battery,damaged,28.964812964191843,53.39
magnet_assembly,damaged,57.11000425072125,47.45
other,good,57.270587327990526,9.67
cable,good,0.5,77.95
lcd_panel,good,110.02599158932168,44.2
magnet_assembly,damaged,86.33344644324379,46.46
pcb,good,15.777310543068829,123.54
other,good,8.88252955706644,9.94
pcb,good,128.90168707159233,115.45
magnet_assembly,damaged,0.5,38.41
motor,damaged,93.80641646880927,37.83
battery,good,67.3402199978737,73.62
magnet_assembly,good,111.66691247185469,64.22
pcb,damaged,0.5,85.94
battery,good,71.14071537579704,70.09
motor,good,101.25570195931347,53.61
crt,damaged,97.59564215499964,18.14
motor,good,0.5,48.92
lcd_panel,good,38.2637793663182,43.08
cable,good,0.5,79.17
lcd_panel,damaged,100.76690625833518,32.68
other,damaged,58.517998946864914,6.03
magnet_assembly,damaged,72.94977684017653,42.86
motor,good,0.5,52.03
battery,damaged,77.81609898201195,43.12
pcb,good,4.359659609890471,117.64
pcb,good,61.44779036192088,122.7
mixed_plastic,good,0.5,14.69
cable,good,51.931211215976276,82.25
pcb,mixed,32.81570224167504,97.39
battery,good,57.01147115735695,73.28
crt,good,0.5,31.15
mixed_plastic,good,0.5,15.06
motor,damaged,54.78401050668417,39.49
lcd_panel,mixed,39.498387068717534,37.55
other,good,29.945383220641915,10.0
other,damaged,54.41558556430788,7.46
magnet_assembly,good,70.29683711333155,59.13
other,good,0.5,10.38
lcd_panel,good,70.29364087571498,48.03
lcd_panel,damaged,89.60779025959384,29.92
motor,damaged,66.99024724529448,34.9
crt,damaged,26.103065394270875,22.39
crt,mixed,93.11606957813301,25.82
crt,mixed,62.244828040478396,23.76
motor,damaged,81.37199078890461,35.2
motor,good,101.27969012377218,54.96
mixed_plastic,good,75.32379738821508,16.39
battery,damaged,40.22222680302545,46.96
pcb,damaged,9.945660030777958,83.61
magnet_assembly,damaged,42.882473000322456,38.93
battery,damaged,70.79453759199251,49.75
lcd_panel,good,28.531075596678853,45.94
cable,damaged,78.64442792324397,53.29
battery,damaged,76.27788449297115,50.54
crt,good,83.12264305489518,29.68
battery,good,12.865133207111214,69.85
other,damaged,72.71028308344276,6.57
motor,good,22.84552826056902,48.46
battery,damaged,37.545942928958986,43.28
lcd_panel,damaged,14.42205003041807,29.28
crt,good,36.86068114357865,28.6
lcd_panel,mixed,100.12355669208306,35.37
motor,mixed,65.66682462461087,40.72
pcb,good,70.69687196757863,120.93
other,damaged,27.299802644515054,7.18
motor,damaged,52.8501499964357,32.14
mixed_plastic,damaged,0.5,11.44
cable,damaged,92.73517334776065,62.92
pcb,damaged,74.16483558354072,88.97
battery,damaged,100.36932959147195,55.04
other,mixed,95.8576348160291,7.1
other,good,0.5,10.87
other,damaged,7.655576378832038,6.63
mixed_plastic,mixed,98.51137556521674,10.75
pcb,mixed,69.22394851755936,87.63
lcd_panel,good,47.00176139962397,47.02
magnet_assembly,damaged,69.42197181208545,39.75
lcd_panel,good,91.39455427093736,45.44
pcb,damaged,0.5,94.12
mixed_plastic,mixed,24.880696540694487,12.8
crt,damaged,92.04735120599625,21.85
pcb,damaged,39.314946562372306,91.5
lcd_panel,good,68.52541096964042,48.21
crt,good,27.40072355871696,31.61
magnet_assembly,mixed,66.92849497828071,45.94
magnet_assembly,damaged,56.419584958939204,37.44
lcd_panel,good,138.50124157588968,43.95
pcb,mixed,97.70940661665658,102.04
mixed_plastic,mixed,0.5,11.37
motor,mixed,66.07675820695692,42.42
mixed_plastic,damaged,21.12146691499483,10.87
pcb,good,52.92787964006778,122.56
motor,good,43.9902804480696,48.96
battery,damaged,108.45137110140948,46.31
crt,damaged,0.5,22.97
pcb,damaged,98.72778847017024,80.71
crt,good,92.294732215129,29.13
lcd_panel,damaged,52.908985096131495,32.68
mixed_plastic,damaged,57.491821992928735,10.89
other,good,52.40547911873169,10.99
cable,damaged,63.90356410251079,63.61
other,good,44.333208585735846,9.55
other,good,0.5,10.97
motor,damaged,93.05550158435464,35.3
cable,damaged,44.31640499641338,60.56
pcb,mixed,67.25815335979038,87.3
magnet_assembly,damaged,85.12781855012672,42.15
lcd_panel,damaged,84.34473592304062,29.34
pcb,good,31.27743990037019,117.68
battery,mixed,55.157367649912594,56.18
motor,damaged,12.189893676900915,31.68
motor,damaged,64.9329657799105,32.32
crt,good,75.21569888128226,30.81
lcd_panel,good,84.63706473220407,44.33
magnet_assembly,good,90.05874502136555,65.95
lcd_panel,good,100.11370537709935,45.05
battery,damaged,32.07101534799402,53.41
crt,mixed,41.50284280358134,26.93
mixed_plastic,good,110.16857131319694,15.52
motor,good,59.03046092447018,53.93
battery,damaged,50.70453007734629,54.02
pcb,good,0.5,121.71
other,good,56.3897346820298,10.13
motor,mixed,74.50516478748797,40.37
crt,mixed,81.77751631995443,21.36
magnet_assembly,mixed,95.02771264067664,52.13
mixed_plastic,good,2.034510626069178,15.68
pcb,good,118.39312744307993,116.5
motor,good,43.25111287210919,51.34
crt,mixed,36.33648313965088,25.82
magnet_assembly,good,50.06937426969804,59.56
lcd_panel,good,87.30974433382315,43.83
pcb,damaged,0.5,76.66
crt,damaged,76.19902336886759,21.87
motor,good,82.4319458236684,50.51
pcb,good,29.85983352450804,118.93
magnet_assembly,good,46.21504829402844,65.73
crt,good,34.092812255415836,32.77
lcd_panel,damaged,2.638777671097621,27.98
magnet_assembly,damaged,0.5,45.22
pcb,good,0.5,116.63
other,damaged,78.77405797163341,7.39
magnet_assembly,mixed,71.69195077222966,48.74
cable,damaged,11.195029584814257,57.54
cable,damaged,34.09768938033115,51.87
crt,good,18.74813172707766,31.39
mixed_plastic,damaged,9.000307447249483,10.58
crt,good,0.5,30.2
lcd_panel,mixed,0.5,34.59
magnet_assembly,damaged,55.234964797945025,46.24
other,damaged,20.45471225432785,6.48
motor,good,0.5,51.58
mixed_plastic,mixed,58.87534035088398,10.52
other,good,28.493016752262307,9.67
lcd_panel,mixed,92.74083533547778,33.35
battery,damaged,55.595489313565096,49.48
lcd_panel,damaged,89.84472859644515,29.71
lcd_panel,good,50.028404862638546,46.69
other,good,42.98204681081959,10.25
battery,mixed,48.93235139357925,58.68
crt,damaged,15.057258644377676,20.93
lcd_panel,mixed,0.5,35.38
mixed_plastic,good,69.32253437045294,15.23
magnet_assembly,mixed,0.5,48.54
mixed_plastic,mixed,91.96501668960101,11.69
crt,good,43.65033092922511,31.13
magnet_assembly,good,25.314592995904416,62.71
magnet_assembly,damaged,0.5,39.5
other,damaged,58.74136169643783,6.43
cable,damaged,113.88482137161003,60.89
crt,mixed,0.5,24.15
mixed_plastic,damaged,55.49905380564581,10.29
mixed_plastic,good,133.57370599407193,16.45
magnet_assembly,good,66.68806297516774,64.71
pcb,damaged,24.661048577973716,88.82
cable,damaged,66.08770549790887,56.25
cable,good,42.97930288851805,79.93
motor,damaged,26.121028531157044,38.55
motor,good,0.5,53.89
battery,damaged,36.84223658570791,48.02
battery,damaged,64.3721032034302,49.49
pcb,good,75.20595105711445,129.44
mixed_plastic,damaged,0.5,9.92
magnet_assembly,damaged,51.9723332608089,39.11
other,mixed,80.75358703875587,7.2
pcb,good,149.39879814346617,124.81
lcd_panel,good,100.10462878478229,46.92
cable,damaged,16.627477038377123,53.25
other,damaged,73.33771913992267,6.98
mixed_plastic,good,66.6061593739484,16.08
mixed_plastic,damaged,23.516808466641233,10.16
motor,damaged,35.93499328556304,30.7
cable,mixed,61.81719246887126,64.04
crt,damaged,56.14194553282965,19.9
magnet_assembly,good,55.70015290304662,57.45
pcb,damaged,15.460255801402639,95.34
mixed_plastic,good,48.751860442436644,14.88
magnet_assembly,damaged,19.583272007545055,37.27
other,damaged,44.930558568563754,6.12
other,good,46.83730632541775,10.77
lcd_panel,good,26.835035614570142,45.4
cable,damaged,117.38318984067597,53.32
mixed_plastic,damaged,123.75594768007802,11.65
battery,good,113.94152448385366,69.49
pcb,damaged,82.08513834472478,78.96
magnet_assembly,good,11.994569884659718,58.55
battery,good,42.0525954820415,67.17
pcb,good,57.70240938130504,123.27
lcd_panel,good,95.79038445809189,49.25
battery,damaged,59.41271845756398,55.06
mixed_plastic,good,28.39587625604861,14.33
other,damaged,63.15731575696393,7.8
other,good,83.61276510339394,9.96
mixed_plastic,mixed,80.54790863392188,11.4
cable,damaged,95.09496041782225,55.59
battery,mixed,0.5,55.2
magnet_assembly,good,36.97096893051647,58.17
cable,mixed,26.528678819620588,56.14
battery,good,89.77344319511715,66.89
other,damaged,41.755019709894356,7.66
battery,mixed,80.41287501399431,51.62
magnet_assembly,mixed,6.055182992887509,53.26
cable,damaged,106.82017149084253,51.44
other,damaged,75.97458737350107,6.13
pcb,good,82.44814111450694,117.66
motor,mixed,104.04291569652557,44.77
lcd_panel,mixed,85.44764754339182,35.41
battery,good,95.8412057656826,70.63
other,good,18.905140606163737,9.86
cable,good,0.5,80.26
mixed_plastic,damaged,46.06428068995048,11.65
magnet_assembly,good,94.17979941770533,57.7
other,damaged,25.933903912742405,6.51
crt,damaged,38.72790477253104,20.21
mixed_plastic,good,53.93993392098724,15.41
magnet_assembly,mixed,74.75545192092615,51.57
cable,mixed,115.53438929083764,60.72
cable,damaged,81.64119439831613,63.95
crt,good,66.45583508633445,28.64
cable,mixed,71.06146734689229,64.92
magnet_assembly,mixed,30.90357175228798,48.15
crt,damaged,32.68904465646445,19.16
cable,good,81.75273868575263,85.36
magnet_assembly,good,42.15247416590136,64.38
magnet_assembly,mixed,23.154255729475143,47.82
magnet_assembly,mixed,122.53630794061692,53.8
pcb,damaged,36.284845537697436,74.99
crt,good,46.08676751600226,31.23
motor,damaged,5.682333163400166,32.9
lcd_panel,good,65.83195394838988,45.67
crt,mixed,60.5420324781914,22.51
motor,mixed,47.35780004410091,44.45
mixed_plastic,mixed,109.83379670612987,10.65
motor,good,0.5,49.59
crt,mixed,74.1836937881002,21.33
battery,good,117.60095381671773,70.26
magnet_assembly,good,34.58470395749288,58.04
lcd_panel,good,81.91375119583066,48.89
crt,damaged,0.5,23.63
mixed_plastic,good,37.181498009614245,14.83
cable,damaged,50.99054152383211,51.41
lcd_panel,good,129.53335974322385,45.49
cable,mixed,141.21997225910434,69.65
cable,damaged,59.76843610187008,59.12
lcd_panel,good,0.5,47.26
lcd_panel,good,25.565694407797366,45.35
other,damaged,70.17933025532068,6.97
pcb,damaged,92.92997603703994,77.72
crt,damaged,28.127676417094875,19.42
magnet_assembly,damaged,69.71945834057837,42.85
lcd_panel,damaged,47.699289879781475,34.85
lcd_panel,mixed,115.26286950619023,34.85
lcd_panel,good,74.8778324380884,44.52
other,mixed,80.38059549944431,8.93
other,mixed,38.32965470965851,7.32
motor,good,37.78935790539598,48.3
mixed_plastic,good,32.77306799291573,15.93
battery,damaged,110.8919025337793,49.31
crt,good,53.06936954866046,31.57
pcb,damaged,60.48858928947419,73.54
motor,mixed,25.602548222133585,37.78
lcd_panel,mixed,0.5,32.7
pcb,good,41.66127157838368,117.58
crt,damaged,7.796425272932197,19.74
crt,good,55.05070944936273,31.92
other,good,0.5,10.96
pcb,mixed,0.5,89.8
mixed_plastic,damaged,0.5,10.3
cable,damaged,17.529648922015674,48.2
motor,damaged,34.14417919294182,37.02
other,damaged,43.24139173349956,6.45
motor,good,26.178602592645632,50.85
mixed_plastic,mixed,86.02132309326366,13.06
other,good,95.61253660010433,10.19
other,damaged,149.95469544663146,7.14
pcb,damaged,84.4289870896047,93.34
mixed_plastic,damaged,0.5,11.14
pcb,good,48.105171898222565,119.58
other,good,0.5,10.48
lcd_panel,good,6.0141082380295074,49.01
motor,damaged,45.68021399344528,31.06
motor,good,60.22590815401718,50.79
crt,mixed,81.83422518616183,24.46
cable,good,25.51775094146354,85.88
motor,good,80.26072394164103,50.76
lcd_panel,good,57.65971406692696,46.05
lcd_panel,damaged,14.258940601867138,31.21
battery,damaged,56.28511675963763,50.76
magnet_assembly,good,57.047592900107695,59.34
motor,good,68.50970866817207,51.79
motor,damaged,0.5,33.41
cable,damaged,68.74300279815846,58.47
motor,damaged,102.66184688738758,37.25
battery,damaged,60.90276468814427,54.31
pcb,damaged,25.40385884913593,78.12
crt,mixed,28.339639982150352,23.17
lcd_panel,good,47.134124567534066,46.75
battery,mixed,109.19945652722626,62.26
lcd_panel,good,42.42430229957187,46.3
crt,good,91.55747045745734,31.87
motor,good,71.22010296671729,47.93
battery,good,37.12062534162994,72.78
cable,damaged,54.35214838821633,63.56
magnet_assembly,damaged,65.60883137273916,42.01
motor,mixed,74.34338581400714,43.77
mixed_plastic,damaged,2.1873280723765447,9.76
motor,mixed,99.41394603011642,42.6
cable,damaged,114.99356178619367,56.43
other,good,102.11785956267842,10.63
motor,good,30.33048604837091,47.93
magnet_assembly,good,30.57863845442009,58.12
motor,good,100.70606044751895,49.95
other,good,61.549120120393454,10.99
pcb,good,70.16404297923383,126.36
magnet_assembly,damaged,81.6458684605012,39.41
lcd_panel,damaged,4.143987731288625,27.95
pcb,damaged,68.63093273963293,79.74
battery,damaged,83.83211490251713,42.79
battery,damaged,70.56250209699104,55.3
cable,damaged,57.97941197771652,48.53
other,good,46.762071750246264,10.57
mixed_plastic,good,84.55786549079477,14.73
pcb,mixed,49.531059871632266,89.33
mixed_plastic,good,0.5391865461331236,14.6
other,good,77.02039990719142,10.75
pcb,mixed,43.65305978082992,90.22
crt,mixed,100.09468386643101,21.62
lcd_panel,mixed,76.31052704601495,37.59
crt,damaged,47.21870855030922,18.43
motor,good,71.34812803874551,51.35
battery,good,157.69514350587883,67.87
cable,mixed,15.816382614168404,59.79
lcd_panel,good,53.721184783736945,47.18
motor,good,39.56920614975727,51.33
pcb,mixed,0.5,107.8
battery,good,49.42641160107368,73.7
magnet_assembly,good,41.42352553173227,64.98
lcd_panel,good,55.0837099537119,45.33
magnet_assembly,good,53.47880870301432,57.7
battery,damaged,55.28745878059545,52.32
crt,damaged,45.41131503501684,23.25
other,good,32.078645622651564,9.97
cable,damaged,9.812116013829055,50.34
magnet_assembly,good,7.192337484226734,62.36
motor,good,118.76162451367284,54.32
cable,mixed,84.09874573731803,71.45
battery,good,0.8326560879833522,74.59
battery,good,29.735887668967408,67.55
pcb,good,16.02682056682368,118.69
other,good,51.12315096191962,10.12
magnet_assembly,mixed,54.169117565136304,51.85
other,good,66.17341910522434,10.59
lcd_panel,good,13.508201472689876,44.81
battery,damaged,90.86061571127456,44.44
other,damaged,86.75659418633317,7.0
motor,damaged,88.57660022464815,33.45
crt,mixed,64.50170280545754,23.47
lcd_panel,good,37.93591465427816,47.1
battery,good,53.24570075821643,68.72
mixed_plastic,mixed,87.58696992111608,11.53
mixed_plastic,damaged,99.7165352960052,11.84
pcb,damaged,49.33558630696364,89.23
pcb,mixed,45.76724970009209,90.46
magnet_assembly,good,30.391136319388426,60.96
battery,mixed,7.402668433674471,54.82
motor,damaged,51.656078008564265,30.53
lcd_panel,good,31.09201870516524,46.98
magnet_assembly,damaged,7.409753786092892,39.49
motor,mixed,43.25432525406906,39.51
mixed_plastic,damaged,81.7702671264828,9.25
motor,mixed,108.67297665619074,39.63
magnet_assembly,mixed,81.2474477920957,47.48
mixed_plastic,good,60.744748416633136,15.65
other,good,39.9879616164844,10.2
other,mixed,45.59565262975735,8.42
lcd_panel,good,37.05963121665455,48.52
magnet_assembly,good,46.764817084354945,62.27
pcb,damaged,68.72973192286139,72.12
lcd_panel,good,49.19293393194919,46.19
battery,good,85.9017428121518,68.73
pcb,damaged,95.20879087349925,73.0
other,good,0.5,9.51
motor,mixed,0.5,39.08
pcb,damaged,62.45984274753782,93.58
motor,damaged,14.573509533750752,38.11
battery,mixed,52.55412660112891,49.52
crt,mixed,4.464744457770081,21.52
cable,good,28.001991222380937,82.5
magnet_assembly,mixed,74.39406175198461,45.47
battery,good,55.0565131773447,72.55
battery,mixed,2.8955596875290794,56.51
magnet_assembly,good,54.88959007393982,60.08
cable,damaged,27.830818274093577,55.35
motor,damaged,63.53300755138321,32.1
other,good,30.91837036892717,10.47
pcb,mixed,69.67492849767942,86.01
pcb,damaged,0.5,73.75
motor,good,74.64903115174208,49.05
mixed_plastic,damaged,56.93947892908355,9.4
