material_category,weight_kg,rate_inr,total_inr,is_anomaly
pcb,38.68094892077002,117.42,4542.07,0
cable,92.11075758446341,71.79,6612.77,0
battery,0.5,54.81,27.4,0
lcd_panel,41.17736238930744,46.29,1906.25,0
motor,72.51417921828522,51.71,3749.64,0
mixed_plastic,44.49035758448292,17.13,762.06,0
cable,142.23786343870958,79.69,11334.59,0
mixed_plastic,0.5,11.48,5.74,0
other,81.00602429302654,10.44,846.09,0
cable,24.662967716997144,89.43,2205.55,0
mixed_plastic,58.299551914087274,14.73,858.79,0
pcb,67.82711628327695,116.79,7921.62,0
pcb,36.86237050684744,122.49,4515.25,0
pcb,44.56434457899279,143.62,6400.25,0
cable,69.59639705622325,74.65,5195.52,0
battery,36.52588140891438,72.46,2646.83,0
magnet_assembly,48.61743040624787,58.99,2868.14,0
crt,86.22870401989462,22.4,1931.68,0
magnet_assembly,83.93192717219472,60.26,5057.33,0
cable,75.93010625303477,94.74,7193.41,0
cable,27.61967124180103,74.45,2056.16,0
other,8181.953156371297,10.0,81819.53,1
mixed_plastic,80.5069455506622,16.99,1368.12,0
cable,82.71431512704419,66.1,5467.62,0
lcd_panel,88.47225890042479,50.88,4501.3,0
motor,2728.675319040412,50.0,136433.77,1
other,40.48168016237678,9.76,395.11,0
battery,30.01958321201969,61.89,1857.89,0
lcd_panel,61.71315374346734,37.66,2324.21,0
pcb,0.5,106.9,53.45,0
other,8.61557010363537,10.85,93.45,0
pcb,0.5,122.8,61.4,0
magnet_assembly,35.634679108116885,63.01,2245.19,0
mixed_plastic,9914.666294626202,15.0,148719.99,1
cable,44.67100989806903,68.75,3071.0,0
pcb,33.540678190281504,85.45,2865.94,0
lcd_panel,100.05002386098744,32.18,3220.0,0
battery,105.05336634708777,55.04,5781.66,0
mixed_plastic,52.09829547557776,13.79,718.68,0
cable,81.19314563020198,70.73,5742.86,0
battery,81.03910265624643,64.68,5241.45,0
motor,70.57904282126997,56.65,3998.53,0
pcb,11.75900149071807,123.64,1453.87,0
magnet_assembly,0.5,70.26,35.13,0
crt,8.913081665923883,21.21,189.08,0
magnet_assembly,63.98487890143946,46.86,2998.37,0
lcd_panel,75.1585643216211,48.53,3647.44,0
lcd_panel,0.5,46.62,23.31,0
magnet_assembly,87.50459374038391,51.87,4539.11,0
motor,30.368318975135757,40.64,1234.06,0
pcb,15.324616604661337,127.08,1947.46,0
magnet_assembly,48.81244838856086,58.85,2872.63,0
cable,0.5,62.99,31.49,0
pcb,16.976758333856374,122.03,2071.66,0
magnet_assembly,120.5447683100316,44.72,5390.75,0
motor,84.52351144020989,53.61,4531.34,0
cable,12.327399142106778,89.41,1102.19,0
battery,62.325098573445345,81.94,5106.91,0
cable,96.17619148473794,95.52,9186.65,0
battery,67.48370737029833,76.18,5141.07,0
other,29.445343138781098,7.26,213.85,0
lcd_panel,83.39466595583792,41.43,3454.96,0
crt,13.807816007952127,31.45,434.23,0
magnet_assembly,43.37717530872152,63.08,2736.18,0
pcb,0.5,134.08,67.04,0
pcb,6232.826141283508,120.0,747939.14,1
motor,0.5,56.86,28.43,0
pcb,37.973025582252696,97.69,3709.61,0
motor,0.5,56.31,28.15,0
crt,35.149705173184245,35.75,1256.47,0
crt,38.45567879993877,21.37,821.92,0
other,77.04419717179327,7.17,552.42,0
mixed_plastic,85.14937112190661,15.95,1358.18,0
magnet_assembly,0.5,51.72,25.86,0
battery,45.33714614186685,52.15,2364.28,0
magnet_assembly,58.566757645269995,46.16,2703.63,0
magnet_assembly,67.9666622093893,61.01,4146.78,0
magnet_assembly,17.37996946761276,43.42,754.67,0
cable,77.87235964641411,78.15,6085.98,0
lcd_panel,115.84923807239625,231.58,26828.22,1
other,65.12848650575572,9.16,596.85,0
cable,16.10922892524823,60.64,976.9,0
cable,60.48647841762778,74.94,4532.7,0
magnet_assembly,45.18333143920404,57.27,2587.48,0
mixed_plastic,69.76160076849601,13.17,918.85,0
crt,104.11768191082795,33.91,3530.53,0
battery,10.318318987300131,51.39,530.28,0
motor,65.30399837314907,38.51,2514.67,0
cable,19.972760517933782,68.51,1368.26,0
lcd_panel,70.57508546455428,40.58,2863.88,0
mixed_plastic,122.5618531623566,14.2,1740.52,0
pcb,53.31948774616972,134.55,7174.07,0
motor,16.962099476751632,45.1,765.02,0
mixed_plastic,2884.330915333883,15.0,43264.96,1
magnet_assembly,71.34780992024773,54.87,3914.54,0
motor,109.7181049101531,58.43,6410.52,0
motor,62.281569490072876,58.04,3615.02,0
lcd_panel,47.95056657871234,32.97,1580.72,0
battery,82.3364470773079,75.05,6179.4,0
cable,44.816755556320715,71.34,3197.16,0
crt,43.07570855503952,26.25,1130.59,0
cable,48.282592239877,73.45,3546.36,0
lcd_panel,96.68870933217491,37.21,3598.02,0
pcb,113.53788704960448,110.92,12593.26,0
mixed_plastic,43.783102698889614,13.66,598.03,0
cable,3.771697003323389,81.18,306.19,0
magnet_assembly,57.93184134857814,45.59,2641.05,0
cable,157.5190497522964,88.91,14005.11,0
crt,0.5,26.64,13.32,0
battery,20.61027146109163,75.69,1559.97,0
crt,51.89194972514912,26.48,1373.87,0
crt,77.78676496474338,31.26,2431.88,0
battery,0.5,53.57,26.79,0
crt,26.602803257268704,28.62,761.29,0
lcd_panel,77.6734254964287,34.13,2651.38,0
battery,38.41748514211549,64.54,2479.35,0
mixed_plastic,38.68760019829814,11.81,456.79,0
magnet_assembly,5446.089266893881,60.0,326765.36,1
cable,0.5,78.44,39.22,0
crt,24.422448773139664,22.22,542.61,0
other,0.5,10.42,5.21,0
magnet_assembly,20.440946725419067,67.46,1378.89,0
cable,120.04542389657773,80.39,9651.02,0
magnet_assembly,26.903912310822456,59.25,1594.13,0
crt,0.5,29.65,14.83,0
cable,109.60550088399364,69.74,7643.58,0
cable,78.41194314484139,72.63,5694.91,0
other,48.87326919390646,7.27,355.15,0
crt,45.78580245186558,35.96,1646.61,0
cable,10.46305668977211,69.64,728.61,0
motor,17.97084098654566,47.21,848.42,0
magnet_assembly,38.136132071224786,42.11,1605.76,0
lcd_panel,36.35628271433568,45.62,1658.69,0
magnet_assembly,90.87852620240014,66.0,5997.96,0
battery,67.51291514041148,603.97,40775.85,1
lcd_panel,83.41038268797726,48.52,4047.13,0
mixed_plastic,69.15353704417893,12.0,829.88,0
cable,0.5,87.32,43.66,0
pcb,153.08217318280128,133.97,20507.73,0
cable,56.97952797950944,58.92,3357.37,0
crt,85.01581246192553,205.12,17438.68,1
crt,0.5,31.68,15.84,0
other,72.81944344318762,9.82,715.38,0
lcd_panel,89.77658112830338,42.53,3818.46,0
battery,0.5,64.12,32.06,0
cable,28.743543954463,69.75,2004.81,0
crt,12.169134157068896,25.14,305.95,0
magnet_assembly,49.570298133968194,52.99,2626.72,0
pcb,53.95276884718337,113.73,6136.13,0
magnet_assembly,74.63173392845457,64.2,4791.06,0
lcd_panel,12.968613629455142,300.55,3897.69,1
mixed_plastic,120.68238297830806,17.25,2081.55,0
mixed_plastic,104.74925896834573,12.49,1308.68,0
crt,46.4066109147948,24.86,1153.89,0
battery,94.19988807217658,77.2,7271.98,0
cable,34.89875405760699,70.06,2444.93,0
motor,57.88473340490802,54.97,3182.16,0
pcb,57.50551417457014,139.73,8035.14,0
motor,56.40921458453624,36.63,2066.26,0
magnet_assembly,5.395102699651858,55.75,300.78,0
lcd_panel,0.5,52.4,26.2,0
magnet_assembly,42.13948342295324,62.98,2653.75,0
other,36.206009903738384,11.93,431.97,0
motor,143.1846993381485,57.14,8181.3,0
mixed_plastic,47.285731166477134,15.59,737.08,0
lcd_panel,38.97416585965172,39.58,1542.67,0
lcd_panel,33.72243314745662,35.29,1190.12,0
battery,110.36443874964365,62.32,6878.39,0
battery,93.73436131589114,51.7,4845.7,0
crt,6.53653965055841,32.22,210.62,0
other,21.944895791101775,9.67,212.22,0
other,8.719773746705059,11.43,99.71,0
other,16.07876948168181,7.59,122.07,0
other,88.72081819578936,9.23,819.3,0
other,28.220145823212523,11.43,322.43,0
magnet_assembly,16.793777800892705,55.93,939.24,0
cable,0.5,78.28,39.14,0
magnet_assembly,148.84988179644924,61.08,9091.93,0
cable,92.33899088475854,83.58,7717.93,0
other,61.76670152006409,10.26,633.74,0
lcd_panel,7.358465484584258,34.22,251.84,0
pcb,83.69954948940557,85.13,7125.1,0
battery,0.5,53.45,26.72,0
motor,35.07438095180012,47.42,1663.12,0
battery,73.18773856146277,58.61,4289.23,0
cable,61.41038448035606,84.56,5193.0,0
pcb,0.5,86.3,43.15,0
battery,82.40008456876379,239.68,19749.31,1
magnet_assembly,53.48424877223884,64.1,3428.47,0
crt,9.688629123292635,35.04,339.47,0
lcd_panel,25.364774083080764,43.14,1094.21,0
magnet_assembly,40.0745468484965,58.96,2362.74,0
pcb,18.983729665845207,126.4,2399.56,0
crt,132.38420879874735,32.98,4365.69,0
lcd_panel,20.38296077251494,50.8,1035.54,0
magnet_assembly,34.57905182225552,58.85,2034.92,0
cable,91.90083256439053,85.28,7837.66,0
cable,90.36331930417683,73.19,6614.08,0
other,93.12501583179088,9.38,873.88,0
cable,46.55131607970189,67.62,3147.92,0
mixed_plastic,32.04366450747975,14.37,460.36,0
mixed_plastic,33.75558571906387,16.3,550.21,0
cable,44.113893368912386,92.38,4075.27,0
magnet_assembly,15.636726250351131,50.71,793.01,0
mixed_plastic,47.697941190473614,16.29,776.88,0
magnet_assembly,27.059439179182863,68.12,1843.34,0
battery,42.06901133142714,49.43,2079.48,0
crt,55.42932170348408,31.06,1721.63,0
mixed_plastic,37.00923913032716,17.44,645.27,0
mixed_plastic,53.48849356202099,17.17,918.39,0
cable,9.712200498920865,70.27,682.49,0
motor,56.72922164734778,50.66,2873.97,0
crt,51.82517319951456,35.8,1855.53,0
pcb,43.20720111291204,112.07,4842.31,0
other,25.46928962852402,8.37,213.3,0
lcd_panel,31.61207427995597,42.54,1344.74,0
cable,26.40338415000268,67.92,1793.19,0
motor,63.24155611268854,49.99,3161.61,0
mixed_plastic,0.5,11.0,5.5,0
cable,49.59042408731102,88.72,4399.42,0
mixed_plastic,63.624893129520125,13.52,859.89,0
pcb,133.06881405236797,130.8,17405.1,0
motor,37.51395130656833,56.41,2116.32,0
battery,41.453952525540174,81.02,3358.71,0
battery,63.51303663727954,52.45,3330.96,0
cable,64.3171079993953,85.49,5498.64,0
crt,84.26379146906424,28.77,2424.27,0
other,33.04645144396643,7.39,244.13,0
magnet_assembly,0.5,57.54,28.77,0
motor,9.231356339618642,39.7,366.46,0
battery,22.28252005632074,52.44,1168.57,0
mixed_plastic,103.61926044691779,17.95,1860.0,0
pcb,59.04655649296776,89.28,5271.51,0
lcd_panel,8777.259656024862,45.0,394976.68,1
magnet_assembly,85.20990652199939,58.4,4975.87,0
mixed_plastic,57.88153617168261,16.14,934.12,0
crt,81.32514291578592,33.62,2734.4,0
crt,65.03945599949722,27.71,1802.45,0
battery,88.0060012084334,54.3,4778.52,0
cable,74.13563972719949,72.06,5342.26,0
magnet_assembly,17.99109058400385,70.4,1266.64,0
battery,27.89228184866012,78.32,2184.55,0
lcd_panel,65.15535151211344,46.22,3011.6,0
magnet_assembly,43.342159621202505,63.6,2756.55,0
pcb,52.339976975077825,90.92,4758.62,0
crt,86.60525317898652,34.29,2969.59,0
lcd_panel,35.083880125939615,37.45,1313.73,0
lcd_panel,73.5940655729857,40.5,2980.92,0
lcd_panel,90.88991115104128,42.98,3906.28,0
lcd_panel,73.44123880637781,41.58,3053.51,0
pcb,88.126144875167,96.53,8506.85,0
magnet_assembly,22.362367938244255,52.73,1179.2,0
pcb,109.08583946653992,124.73,13605.94,0
battery,78.28161690165075,71.43,5591.82,0
pcb,99.71307573307311,114.59,11426.36,0
crt,79.08671955568403,21.26,1681.37,0
motor,123.92160767083399,45.71,5664.28,0
pcb,89.6284338649634,135.81,12172.13,0
crt,0.5,34.81,17.4,0
cable,30.524125700431014,77.91,2378.28,0
other,45.18222513006035,9.77,441.38,0
lcd_panel,51.76291293173564,49.67,2571.06,0
pcb,45.89291324028408,128.73,5907.66,0
motor,20.285092414255118,38.43,779.48,0
magnet_assembly,74.89883664754984,52.2,3909.49,0
crt,66.52936323138672,30.89,2055.16,0
battery,43.1422390209189,59.12,2550.78,0
crt,11.386378418931265,35.52,404.48,0
cable,73.83939206877649,69.82,5155.23,0
mixed_plastic,62.480420504268636,16.42,1025.75,0
cable,24.89839989023709,94.96,2364.29,0
mixed_plastic,0.5,12.2,6.1,0
battery,0.5,71.11,35.55,0
other,64.65854982249907,7.57,489.32,0
motor,98.85694373567809,37.56,3713.52,0
pcb,21.686748870642596,119.24,2585.96,0
lcd_panel,22.518104575668197,35.02,788.48,0
crt,75.93595825097864,32.05,2433.81,0
motor,30.423430620223183,51.83,1576.99,0
mixed_plastic,0.5,10.6,5.3,0
magnet_assembly,71.75613934179333,54.09,3881.37,0
magnet_assembly,68.1649858468102,48.94,3335.67,0
cable,90.25933319961138,78.14,7052.5,0
motor,62.72206192715839,36.88,2313.12,0
mixed_plastic,43.53142735277581,14.14,615.35,0
mixed_plastic,52.5361404344197,16.85,885.23,0
motor,0.5,52.85,26.43,0
magnet_assembly,100.74855578306281,57.31,5773.69,0
magnet_assembly,82.31225834181225,57.08,4698.14,0
battery,48.440362544558994,51.39,2489.46,0
magnet_assembly,58.99844606730948,49.94,2946.56,0
pcb,62.8309570679364,135.72,8527.21,0
lcd_panel,0.5,42.0,21.0,0
crt,73.13192092041075,32.77,2396.65,0
mixed_plastic,0.5,13.17,6.58,0
other,40.81204034571675,8.61,351.51,0
other,70.07600934802687,11.49,805.25,0
crt,48.84733593645507,21.59,1054.48,0
magnet_assembly,43.53280291142018,62.04,2700.59,0
crt,41.19785970513221,26.62,1096.74,0
crt,0.5,29.0,14.5,0
other,84.31794398497374,9.06,763.52,0
pcb,57.48736109954337,86.36,4964.8,0
lcd_panel,39.1749301383897,46.09,1805.51,0
motor,57.48428400500367,44.77,2573.5,0
crt,65.53698454710026,30.27,1983.74,0
mixed_plastic,39.28955455817632,12.1,475.58,0
motor,0.5,40.35,20.17,0
motor,5233.559036871051,50.0,261677.95,1
battery,40.749029385496954,56.34,2295.96,0
mixed_plastic,49.0960866782039,11.22,550.74,0
mixed_plastic,89.59197383710044,12.84,1150.15,0
motor,40.16018646577197,58.97,2368.14,0
cable,67.86814443236577,56.69,3847.18,0
motor,5.450179183125023,52.11,283.98,0
battery,103.80074625086323,55.59,5769.88,0
battery,44.18641149426308,73.52,3248.65,0
battery,9885.068960701632,70.0,691954.83,1
lcd_panel,86.28071854678616,47.09,4062.75,0
pcb,70.67020107959465,123.58,8733.7,0
battery,16.56914090700758,305.09,5055.02,1
magnet_assembly,63.226571404085696,48.77,3083.86,0
other,67.13309656677691,11.06,742.21,0
other,0.5,10.92,5.46,0
other,17.50569774755857,9.49,166.07,0
lcd_panel,3.561174170920694,39.5,140.66,0
mixed_plastic,53.5894784060768,17.52,938.64,0
cable,73.85342913774676,77.09,5693.51,0
magnet_assembly,35.45648492726285,58.54,2075.79,0
mixed_plastic,58.83203978370146,16.17,951.19,0
cable,65.99986211774426,90.85,5996.15,0
magnet_assembly,56.63436107194691,59.56,3373.4,0
mixed_plastic,54.998687631667394,16.08,884.27,0
pcb,1.634074684828832,102.23,167.05,0
lcd_panel,82.90729706296575,53.37,4424.84,0
lcd_panel,63.41269025589231,31.53,1999.38,0
lcd_panel,107.08035610796246,53.5,5729.08,0
battery,64.85604343728942,65.31,4235.67,0
motor,43.75945362306979,41.68,1824.05,0
mixed_plastic,100.28339568421383,10.87,1089.87,0
cable,38.91315560069313,70.72,2751.97,0
mixed_plastic,48.268816484474655,12.78,616.84,0
battery,65.40850609037417,57.12,3736.06,0
other,8610.153913397011,10.0,86101.54,1
battery,6.426294491515748,76.36,490.71,0
motor,94.33778406891571,54.78,5167.83,0
cable,22.394546723295736,90.85,2034.44,0
battery,40.55502600098045,71.52,2900.56,0
pcb,9.247792096371455,92.2,852.66,0
cable,17.41257387049319,74.16,1291.27,0
lcd_panel,70.07768751828768,41.19,2886.74,0
motor,127.50975053079075,37.21,4744.36,0
lcd_panel,0.5,367.73,183.87,1
mixed_plastic,0.5,14.3,7.15,0
other,0.5,10.5,5.25,0
lcd_panel,82.66131967453632,33.17,2741.78,0
lcd_panel,86.81405599087765,43.02,3734.36,0
magnet_assembly,0.5,62.03,31.01,0
lcd_panel,54.62386954719632,53.02,2896.29,0
pcb,48.80934046654393,106.44,5195.5,0
battery,52.344356694871706,64.14,3357.5,0
battery,0.8868573577203165,79.53,70.54,0
magnet_assembly,26.76899465257524,61.45,1644.82,0
battery,55.427418138276686,81.04,4491.98,0
magnet_assembly,29.472624763045445,43.61,1285.33,0
cable,29.281384620220635,82.47,2414.85,0
cable,75.0956829633474,66.27,4976.57,0
battery,45.84321954084645,59.72,2737.91,0
mixed_plastic,81.24317806998934,17.94,1457.33,0
motor,0.5,49.53,24.77,0
pcb,21.28587142583858,138.13,2940.25,0
cable,81.83455249364906,67.41,5516.17,0
crt,8.815561156423975,33.17,292.42,0
mixed_plastic,59.07727775200991,14.96,883.71,0
other,18.68567989671635,7.48,139.75,0
pcb,39.80331122533637,138.9,5528.86,0
cable,107.22488822914177,82.68,8865.29,0
mixed_plastic,91.75827232036477,13.43,1232.46,0
lcd_panel,27.302108750865933,44.05,1202.59,0
mixed_plastic,122.06113631328745,14.82,1808.72,0
cable,97.00631305176566,80.15,7774.65,0
crt,33.6450652638364,32.66,1098.85,0
pcb,68.86113936700957,88.9,6121.91,0
cable,39.804015380446195,90.96,3620.71,0
motor,24.7012633475946,43.97,1086.09,0
crt,10.329094156826407,22.18,229.13,0
pcb,30.534752472429233,116.28,3550.44,0
battery,49.59177598436269,74.27,3683.02,0
mixed_plastic,110.61272377295208,15.59,1724.19,0
mixed_plastic,28.329070559535925,10.89,308.51,0
battery,32.16818744692732,81.1,2608.73,0
other,5640.413638465108,10.0,56404.14,1
lcd_panel,80.9272605124055,212.91,17230.51,1
lcd_panel,15.083852986940094,45.07,679.89,0
mixed_plastic,102.93673100591919,11.31,1163.83,0
crt,0.5,28.26,14.13,0
battery,97.47690672941748,79.22,7721.69,0
lcd_panel,133.44458830928386,38.12,5087.29,0
mixed_plastic,16.09491150012463,16.11,259.26,0
magnet_assembly,82.74378473372853,49.57,4101.89,0
crt,58.677773103829864,31.24,1833.17,0
pcb,76.19165046672532,143.24,10913.6,0
other,22.103586067508914,7.7,170.17,0
mixed_plastic,64.302034539474,11.53,741.22,0
other,61.59299355499432,39.86,2455.22,1
lcd_panel,32.0033101519446,32.62,1044.1,0
motor,92.72012427719368,37.31,3459.44,0
motor,0.5,36.81,18.4,0
crt,16.061699108280372,30.2,484.99,0
battery,52.041717133529836,80.75,4202.32,0
other,119.57937882074755,8.11,969.36,0
lcd_panel,52.18661673618453,40.31,2103.39,0
magnet_assembly,5.821926885800153,56.04,326.27,0
lcd_panel,67.34166441890117,52.89,3562.01,0
battery,81.9841514120831,66.08,5417.36,0
crt,97.67823870571891,24.73,2415.39,0
mixed_plastic,2226.279426327838,15.0,33394.19,1
crt,24.471479707814726,21.82,533.87,0
battery,75.06694448413361,72.36,5431.67,0
lcd_panel,93.00126423932818,34.89,3244.96,0
pcb,65.70413324229172,100.6,6609.66,0
pcb,0.5,140.12,70.06,0
crt,64.24997282790301,30.2,1940.07,0
motor,35.069169706765905,46.7,1637.59,0
lcd_panel,75.48733301628849,36.14,2728.31,0
mixed_plastic,16.955339938386096,17.23,292.13,0
cable,112.6164155930501,73.2,8244.05,0
lcd_panel,13.857895657534584,38.09,527.8,0
crt,63.53263326981394,23.92,1519.51,0
motor,4.624752968603715,47.03,217.48,0
magnet_assembly,0.5,56.2,28.1,0
battery,23.618736622025537,54.55,1288.39,0
mixed_plastic,115.87168435021249,11.25,1304.07,0
cable,42.8732763881371,56.1,2405.24,0
cable,1.3459046970383781,80.56,108.43,0
crt,29.892452031681536,33.82,1010.91,0
motor,47.51279782717692,43.81,2081.63,0
pcb,40.480967475004164,109.05,4414.5,0
cable,75.03838595124657,63.69,4779.47,0
crt,59.362639642227194,27.83,1651.78,0
pcb,0.5,137.04,68.52,0
lcd_panel,34.2719598527124,42.57,1458.89,0
magnet_assembly,53.08314445525974,48.24,2560.55,0
magnet_assembly,92.22776995532598,56.04,5168.63,0
magnet_assembly,110.94407254766587,66.86,7417.52,0
other,23.481772406607945,7.86,184.48,0
battery,110.35675577067613,56.18,6200.29,0
cable,94.73352547172512,90.66,8588.95,0
other,0.5,10.92,5.46,0
crt,6.672462133358003,23.51,156.87,0
motor,0.5,56.8,28.4,0
pcb,31.173030549634518,84.66,2639.05,0
battery,64.87809354841623,80.8,5242.24,0
magnet_assembly,37.485053335251266,59.23,2220.35,0
other,121.17412503043911,9.87,1196.13,0
other,84.43317361259673,7.58,640.23,0
pcb,34.286857843294975,140.52,4817.91,0
motor,92.89766380639695,57.95,5383.68,0
magnet_assembly,7055.930753051751,60.0,423355.85,1
mixed_plastic,115.76299752160676,17.11,1980.83,0
magnet_assembly,0.5,63.53,31.77,0
battery,67.21450566025992,54.95,3693.16,0
motor,88.21554284719403,222.31,19610.86,1
other,2.0987075493935166,10.48,21.99,0
mixed_plastic,45.50896525399325,15.12,688.04,0
crt,16.519196142355398,31.6,522.01,0
mixed_plastic,70.419100752232,13.89,978.35,0
battery,116.15870163112166,298.51,34674.22,1
cable,114.87494991140206,65.5,7524.87,0
crt,29.206634170990956,34.02,993.67,0
battery,71.12144018191857,66.9,4758.17,0
motor,19.262579323860287,56.27,1083.82,0
motor,80.31447873745506,42.77,3434.79,0
pcb,39.045408263718265,115.1,4494.3,0
pcb,49.59166813557848,120.95,5998.32,0
pcb,61.26962193865155,106.12,6501.97,0
motor,35.31909541113433,50.93,1798.89,0
cable,34.38363254313467,57.45,1975.21,0
other,90.07324845046125,9.07,817.09,0
battery,66.02011827451082,79.34,5238.07,0
magnet_assembly,71.61536191094659,287.25,20571.77,1
lcd_panel,127.45108450578253,46.79,5963.97,0
battery,7.938750656612193,50.48,400.77,0
crt,0.5,26.49,13.24,0
lcd_panel,93.45920491561527,45.93,4292.13,0
mixed_plastic,67.83039404868515,17.34,1176.07,0
crt,59.54951701165426,28.77,1713.52,0
mixed_plastic,0.5,14.84,7.42,0
pcb,0.5,845.02,422.51,1
motor,74.50858924786267,42.21,3144.67,0
cable,79.7010782874391,71.26,5679.74,0
mixed_plastic,20.97772467962125,13.53,283.79,0
other,38.54406073996175,8.35,321.92,0
pcb,29.94339812366007,140.67,4212.12,0
pcb,85.14936692012762,89.94,7658.43,0
motor,27.93998376041358,41.86,1169.56,0
cable,31.970388907889934,68.06,2175.81,0
motor,0.5,44.37,22.19,0
crt,81.24701345150396,23.6,1917.8,0
crt,41.38446844559694,109.16,4517.64,1
mixed_plastic,120.27832693671536,11.97,1440.12,0
mixed_plastic,43.631944200837644,17.49,763.27,0
magnet_assembly,12.205209108169818,544.05,6640.25,1
mixed_plastic,54.95831730023585,12.02,660.52,0
mixed_plastic,0.5,17.96,8.98,0
motor,120.59303535166944,55.22,6658.57,0
mixed_plastic,19.029203103837812,15.95,303.53,0
other,41.053337127862235,10.36,425.47,0
mixed_plastic,43.127581447893036,11.55,498.21,0
motor,44.13472903825591,48.59,2144.38,0
crt,36.5942744488723,23.83,872.0,0
lcd_panel,44.58663064307561,41.27,1840.1,0
pcb,84.98892729608538,107.25,9115.05,0
pcb,77.22296638607489,101.84,7864.24,0
motor,86.9588571148649,58.23,5063.94,0
battery,0.5,57.25,28.62,0
pcb,55.15808191782196,102.34,5645.06,0
motor,48.879761456725916,49.22,2405.88,0
motor,40.4235129726187,38.83,1569.55,0
pcb,28.133190300402365,84.29,2371.29,0
crt,38.08984260667096,24.48,932.27,0
pcb,25.362947628942326,134.42,3409.29,0
magnet_assembly,70.88074442396598,44.36,3144.36,0
lcd_panel,32.819766210528854,38.55,1265.31,0
pcb,8.26645193825594,136.25,1126.3,0
other,81.36845213769426,8.17,664.81,0
cable,0.5,90.0,45.0,0
battery,67.60294380940721,77.96,5270.37,0
other,37.24086790645786,8.36,311.32,0
cable,0.5,94.49,47.25,0
other,39.1776281574919,8.99,352.33,0
battery,50.64588190209086,60.76,3077.38,0
crt,52.38660742586191,35.87,1878.91,0
lcd_panel,0.5,37.48,18.74,0
magnet_assembly,38.19989165931456,64.4,2460.19,0
pcb,46.10059096091765,95.05,4381.94,0
cable,6344.9464415780685,80.0,507595.72,1
lcd_panel,53.70972263118209,35.38,1900.26,0
mixed_plastic,94.75107261013186,15.01,1422.14,0
motor,39.59879302048915,36.62,1449.97,0
cable,63.30166361825773,91.16,5770.74,0
mixed_plastic,0.5,16.11,8.05,0
lcd_panel,9.67573972958288,31.53,305.08,0
other,53.39891850543309,11.86,633.1,0
magnet_assembly,30.34946374896677,61.45,1865.06,0
motor,85.56265304684607,55.88,4781.59,0
motor,76.46914940086388,58.3,4457.97,0
cable,136.3085721775187,83.15,11334.58,0
battery,69.6801621641184,52.62,3666.26,0
lcd_panel,4.757254802601153,41.34,196.66,0
lcd_panel,123.24588301018527,44.36,5466.79,0
cable,76.7873795726602,78.86,6055.26,0
other,90.79475714006924,10.4,944.04,0
pcb,68.61070427088582,135.78,9316.07,0
mixed_plastic,7.349185144515943,10.92,80.22,0
other,17.22838857694323,9.83,169.31,0
pcb,0.5,105.84,52.92,0
lcd_panel,69.22050495061488,51.03,3532.06,0
cable,5.564264286552181,79.65,443.22,0
lcd_panel,79.08766121399206,40.08,3170.03,0
lcd_panel,0.5,35.2,17.6,0
motor,8.57189288747555,316.77,2715.31,1
cable,61.27992179583832,65.31,4001.9,0
other,107.71420279245135,11.85,1276.37,0
battery,64.99221989093749,51.78,3365.4,0
crt,0.5,30.11,15.06,0
battery,18.702211452862734,68.38,1278.85,0
pcb,104.5762469419147,130.22,13618.42,0
mixed_plastic,30.513312678834218,13.09,399.31,0
crt,0.5,23.76,11.88,0
crt,55.59859243693939,31.5,1751.16,0
battery,68.41230062166008,65.08,4452.3,0
battery,125.94107413424271,59.93,7547.42,0
battery,54.15082084323034,73.15,3961.12,0
lcd_panel,26.683991953862666,37.41,998.12,0
other,95.09817468490198,8.02,762.63,0
mixed_plastic,0.5,13.01,6.51,0
lcd_panel,68.32062205959423,48.8,3334.36,0
pcb,15.775911127690364,84.48,1332.8,0
mixed_plastic,76.81469623494075,13.41,1029.84,0
battery,48.33137012867683,51.3,2479.19,0
motor,0.5,334.02,167.01,1
crt,30.582345235836012,30.87,943.98,0
crt,5.620978206410257,27.68,155.61,0
cable,36.72884912911511,79.84,2932.35,0
other,0.5,9.36,4.68,0
battery,60.944583246628206,79.27,4830.93,0
mixed_plastic,6933.698646137079,15.0,104005.48,1
pcb,128.54211334175264,110.26,14172.52,0
magnet_assembly,63.40642266140471,61.85,3921.49,0
other,120.36866414249715,11.64,1400.93,0
lcd_panel,31.909166432257734,52.36,1670.92,0
pcb,76.91027148797687,87.36,6718.79,0
lcd_panel,2.857088609193056,46.5,132.87,0
motor,9.075274815532204,39.86,361.73,0
cable,25.609254844412984,57.85,1481.6,0
lcd_panel,56.622647716575585,34.25,1939.36,0
cable,67.1409318298837,77.91,5230.92,0
other,0.5,9.3,4.65,0
battery,0.5,62.66,31.33,0
battery,29.57264247217397,79.58,2353.5,0
lcd_panel,84.86897696736546,46.39,3936.96,0
cable,105.11897335701656,60.06,6313.75,0
mixed_plastic,135.94825175748207,15.78,2145.42,0
crt,75.22176834733808,23.83,1792.81,0
pcb,26.3912104828257,114.89,3031.98,0
cable,112.36445012352479,75.36,8467.35,0
magnet_assembly,72.06158077020724,48.8,3516.83,0
mixed_plastic,111.53602964892974,12.64,1410.03,0
magnet_assembly,20.66515382314281,59.77,1235.22,0
